Produtos,,,,,,,,,,,,,,,,
Código,Código de barras,Nome,Estoque,Custo,Venda Preço unit.,Data última compra,Percentual % markup da última precificação,UN,Qt mínima estoque,Preço última compra,GRUPO,Códigos de barras/EANS,Observação,Pesável,Tipo de produto,Qt Máxima Estoque
1534,40232940842,COLLAGEN SKIN CRANBERRY 30DS /330GR ESSENTIAL,1,135,225,31/03/2026,"66,67",UN,0,,SUPLEMENTOS,40232940842,,Não,00 - Mercadoria para revenda,0
1051865175,7908793301201,COLLAGEN SKIN LIMAO SICILIANO 30DS /330GR ESSENTIAL,2,"123,75",225,16/02/2026,"81,82",UN,0,,SUPLEMENTOS,7908793301201,,Não,00 - Mercadoria para revenda,0
214,,COLORAU PREMIUM  KG,"5,588","12,98",27,9/4/2026,"108,01",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
321,,COMINHO EM GRAO KG,"0,47","34,6",65,04/04/2026,"87,86",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
209,,COMINHO MOIDO PURO  KG,"1,268","16,99",39,07/04/2026,"129,55",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
2776,7898381920627,COMP. CIRCULATORIO  90CPS 500MG  SL,0,"17,07","34,9",8/4/2026,"104,45",UN,0,,ENCAPSULADOS,7898381920627,,Não,00 - Mercadoria para revenda,0
3545,7898277713265,COMPLEXO B 100CPR ARTE NATIVA,1,"8,62","17,9",,"107,66",UN,0,,ENCAPSULADOS,7898277713265,,Não,00 - Mercadoria para revenda,0
1778,7908793300723,COMPLEXO B 120 Caps Essential,3,"75,6",126,08/12/2025,"66,67",UN,0,,SUPLEMENTOS,7908793300723,,Não,00 - Mercadoria para revenda,0
3054,7898615893895,COMPLEXO B 30CPS LASANDAY,1,"15,95","31,9",26/02/2026,100,UN,0,,ENCAPSULADOS,7898615893895,,Não,00 - Mercadoria para revenda,0
2706,7898277713258,COMPLEXO B 50CPR ARTE NATIVA,0,"5,49","10,9",02/03/2026,"98,54",UN,0,,ENCAPSULADOS,7898277713258,,Não,00 - Mercadoria para revenda,0
2837,7898483537921,COMPLEXO B 60COMP 500MG  - UNILIFE,1,"13,72749","26,9",23/12/2025,"95,96",UN,0,,ENCAPSULADOS,7898483537921,,Não,00 - Mercadoria para revenda,0
1798,7898714761699,COMPLEXO B 60CPS KATIGUA,0,"13,26","29,9",31/3/2026,"125,49",UN,0,,ENCAPSULADOS,7898714761699,,Não,00 - Mercadoria para revenda,0
1051865054,27896663332704,COMPOSTO DE MEL PROPOLIS E UVA SEM ALCOOL 30ML PROPOMAX APIS FLORA KIDS ,0,"11,716","21,9",19/6/2024,"86,92",UN,0,,ENCAPSULADOS,27896663332704,,Não,00 - Mercadoria para revenda,0
2593,7897512900170,"COMPOSTO DE MEL, PROPOLIS ROMA 30ML",0,"9,39","14,9",19/03/2025,"58,68",UN,0,,ENCAPSULADOS,7897512900170,,Não,00 - Mercadoria para revenda,0
1760,7896663332687,COMPOSTO DE MEL PROPOLIS TUTTI FRUTTI SEM ALCOOL 30ML PROPOMAX APIS FLORA KIDS ,0,"11,94","21,9",,"83,42",UN,0,,ENCAPSULADOS,7896663332687,,Não,00 - Mercadoria para revenda,0
2598,7897512902235,COMPOSTO MEL PROPOLIS GUACO 30ML,0,"8,99","14,9",11/03/2025,"65,74",UN,0,,ENCAPSULADOS,7897512902235,,Não,00 - Mercadoria para revenda,0
1654,7898277712954,COMPOSTO SPRAY FORTE MEL PROPOLIS ASSOCIACOES 35ML APIS FRESH,4,"5,3","11,9",12/03/2026,"124,53",UN,0,,ENCAPSULADOS,7898277712954,,Não,00 - Mercadoria para revenda,0
1719,7898277710363,COMPOSTO SPRAY MEL PROPOLIS 35ML APIS FRESH,1,"5,05","10,9",02/04/2026,"115,84",UN,0,,ENCAPSULADOS,7898277710363,,Não,00 - Mercadoria para revenda,0
1652,7898277710370,COMPOSTO SPRAY MEL PROPOLIS E GENGIBRE 35ML APIS FRESH,0,"5,21","10,9",23/09/2025,"109,21",UN,0,,ENCAPSULADOS,7898277710370,,Não,00 - Mercadoria para revenda,0
1718,7898277710387,COMPOSTO SPRAY MEL PROPOLIS E MENTA 35ML APIS FRESH,0,"5,03","10,9",26/2/2026,"116,7",UN,0,,ENCAPSULADOS,7898277710387,,Não,00 - Mercadoria para revenda,0
1653,7898277710394,COMPOSTO SPRAY MEL PROPOLIS E ROMA 35ML APIS FRESH,0,"5,21","10,9",12/6/2025,"109,21",UN,0,,ENCAPSULADOS,7898277710394,,Não,00 - Mercadoria para revenda,0
2053,88888888,CONCHA PLASTICA,24,3,"0,01",,0,UN,0,,INSUMOS E EMBALAGENS,88888888,,Não,00 - Mercadoria para revenda,0
2026,127016,CONCHA PLASTICA C/12UN,27,"4,25","4,25",,0,UN,0,,INSUMOS E EMBALAGENS,127016,,Não,00 - Mercadoria para revenda,0
1886,7898501762496,CONDICIONADOR NEUTRO BASIC 250ML VIAAROMA,0,"11,78","19,9",31/12/2025,"68,93",UN,0,,OLEO ESSENCIAL,7898501762496,,Não,00 - Mercadoria para revenda,0
1789,7898714762252,CONDRO-K COLAGENO TIPO II 90CPS KATIGUA,1,"47,39","81,9",25/03/2026,"72,82",UN,0,,ENCAPSULADOS,7898714762252,,Não,00 - Mercadoria para revenda,0
2237,7893590538892,CONTRAALCOOL 30ML,0,"15,42","29,9",22/05/2024,"93,9",UN,0,,GERAL,7893590538892,,Não,00 - Mercadoria para revenda,0
186,,COOKIES AVEIA C/BANANA S/LACTOSE    -   BESCO/HASI,"1,509",59,99,09/04/2026,"67,8",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
187,,COOKIES AVELA E CACAU AVEIA S/LACTOSE - BESCO/HASI,"1,302","67,2",109,07/04/2026,"62,2",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
332,,COOKIES VEGANO AVEIA C/CHOC 70%  KG  -  BESCO/HASI,"3,522","77,98",129,10/4/2026,"65,43",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
105166,7896123400918,COPOS PLAST. 050 ML - C/100 -T- COPOZAN,4,"3,4","3,4",,0,PT,0,,INSUMOS E EMBALAGENS,7896123400918,,Não,00 - Mercadoria para revenda,0
1959,,COPOS PLAST. PP 180 TR C/100 COPOZAN,2,"5,5","6,55",,"19,09",PT,0,,INSUMOS E EMBALAGENS,,,Não,00 - Mercadoria para revenda,0
10359,7908793301171,CoQ10 + Omega 3TG + Natural Vitamin E 60 caps Essential,4,99,165,31/03/2026,"66,67",UN,0,,ENCAPSULADOS,7908793301171,,Não,00 - Mercadoria para revenda,0
1051865258,7896311005079,COQUETELEIRA 450ML C/ ESFERA INTEGRALMEDICA ,0,"14,9","29,9",07/03/2025,"100,67",UN,0,,SUPLEMENTOS,7896311005079,shakeira,Não,00 - Mercadoria para revenda,0
1572,7896311005031,COQUETELEIRA 450ML TRANSPARENTE 3 DOSES C/ ESFERA INTEGRALMEDICA ,0,0,"49,9",22/01/2025,0,UN,0,,SUPLEMENTOS,7896311005031,shakeira,Não,00 - Mercadoria para revenda,0
1051865260,7010518652601,COQUETELEIRA 600ML BODYACTION,0,0,"29,9",,0,UN,0,,SUPLEMENTOS,7010518652601,shakeira,Não,00 - Mercadoria para revenda,0
1051865261,7010518652618,COQUETELEIRA 600ML NUCLEAR RUSH,0,0,"34,9",27/08/2025,0,UN,0,,SUPLEMENTOS,7010518652618,shakeira,Não,00 - Mercadoria para revenda,0
30433,7896311102297,COQUETELEIRA 600ML TRANSP. C/ ESFERA INTEGRALMEDICA ,1,"18,9","34,9",14/03/2026,"84,66",UN,0,,SUPLEMENTOS,7896311102297,shakeira,Não,00 - Mercadoria para revenda,0
3515,7896311730964,COQUETELEIRA 600ML TRANSP. INTEGRALMEDICA ,17,"10,26","29,9",25/03/2026,"191,42",UN,0,,SUPLEMENTOS,7896311730964,shakeira  SEM ESFERA,Não,00 - Mercadoria para revenda,0
1749,7896311754212,COQUETELEIRA 600ML VERMELHA INTEGRALMEDICA ,0,0,"29,9",25/10/2025,0,UN,0,,SUPLEMENTOS,7896311754212,shakeira,Não,00 - Mercadoria para revenda,0
1051865259,7898641071168,COQUETELEIRA 750ML DUX,0,0,"29,9",06/12/2024,0,UN,0,,SUPLEMENTOS,7898641071168,shakeira,Não,00 - Mercadoria para revenda,0
105186466,7899513574862,COQUETELEIRA ALL DAY 400ML MACRO ENDURANCE MACROPHYTUS,0,"12,56","19,9",01/04/2025,"58,44",UN,0,,GERAL,7899513574862,shakeira ,Não,00 - Mercadoria para revenda,0
1571,7896311023424,COQUETELEIRA PRETA 600ML MR2342 C/ ESFERA INTEGRALMEDICA ,2,"18,9","34,9",16/09/2025,"84,66",UN,0,,SUPLEMENTOS,7896311023424,shakeira,Não,00 - Mercadoria para revenda,0
3553,7898555831780,COXINHA MINI FIT BATATA DOCE COM FRANGO - ALLERGO 400GR,0,"18,8","29,9",07/04/2026,"59,04",UN,0,,GERAL,7898555831780,,Não,00 - Mercadoria para revenda,0
2782,7898407015320,CPS EXTRATO PROPOLIS 60CPS 550MG CHAMEL,0,"21,1","37,5",,0,UN,0,,ENCAPSULADOS,7898407015320,,Não,00 - Mercadoria para revenda,0
2814,7898483532759,CPS EXTRATO PROPOLIS VERDE 20% 60CPS 500MG UNILIFE,0,"28,16","49,9",12/02/2024,0,UN,0,,ENCAPSULADOS,7898483532759,,Não,00 - Mercadoria para revenda,0
105176,7896663327270,CPS EXTRATO PROPOLIS VERDE 30CAPS APIS FLORA PROPOMAX ,1,"29,9234","49,9",02/12/2025,"66,76",UN,0,,ENCAPSULADOS,7896663327270,,Não,00 - Mercadoria para revenda,0
2560,7897078000871,CPS EXTRATO PROPOLIS VERDE 45CPS PRODAPYS,0,"18,89","31,9",,0,UN,0,,ENCAPSULADOS,7897078000871,,Não,00 - Mercadoria para revenda,0
3076,7898638070181,CRANBERRY 120CPS  600MG    CLINOAGE,0,"25,41","45,9",06/04/2026,"80,64",UN,0,,ENCAPSULADOS,7898638070181,,Não,00 - Mercadoria para revenda,0
3071,7898636862122,CRANBERRY 500MG 60 CAPS NATTUBRAS,0,"17,77","35,5",,0,UN,0,,ENCAPSULADOS,7898636862122,,Não,00 - Mercadoria para revenda,0
3215,7898917294451,CRANBERRY 60CPS 500MG UNILIFE,1,"22,6413","39,9",14/10/2025,"76,23",UN,0,,ENCAPSULADOS,7898917294451,,Não,00 - Mercadoria para revenda,0
109,,CRANBERRY KG,0,"34,44",79,10/04/2026,"129,38",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
110,,CRAVO DA INDIA GRAO,"0,038","68,75",155,08/04/2026,"125,45",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
111,,CRAVO DA INDIA PO,"0,308","39,99",71,12/03/2026,"77,54",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
3283,7898944775046,CREATINA 100G MAX,0,"31,96","59,9",16/11/2023,0,UN,0,,SUPLEMENTOS,7898944775046,,Não,00 - Mercadoria para revenda,0
1611,7896438200890,CREATINA 100G PROBIOTICA,0,"23,48","45,9",06/05/2025,"95,49",UN,0,,SUPLEMENTOS,7896438200890,,Não,00 - Mercadoria para revenda,0
3532,7896311709090,CREATINA 120CPS INTEGRALMEDICA,1,"34,41","79,9",16/03/2026,"132,2",UN,0,,SUPLEMENTOS,7896311709090,,Não,00 - Mercadoria para revenda,0
10309,7896311763498,CREATINA 150G HARDCORE INTEGRALMEDICA,0,"26,03","75,5",08/04/2026,"190,05",UN,0,,SUPLEMENTOS,7896311763498,IM CREATINA HARDCORE 150G INTEGRALMEDICA,Não,00 - Mercadoria para revenda,0
3232,7898920041455,CREATINA 150G MAX,3,"30,59","69,9",26/03/2026,"128,51",UN,0,,SUPLEMENTOS,7898920041455,,Não,00 - Mercadoria para revenda,0
10333,7898655965026,CREATINA 150GR MACRO ENDURANCE MACROPHYTOS,6,"19,12","69,9",8/4/2026,"265,59",UN,0,,SUPLEMENTOS,7898655965026,,Não,00 - Mercadoria para revenda,0
1603,7899941200982,CREATINA 180CPS PROBIOTICA,0,"36,89","79,9",06/10/2025,"116,59",UN,0,,SUPLEMENTOS,7899941200982,MEDFARMA,Não,00 - Mercadoria para revenda,0
1762,7898655965897,CREATINA 1KG MACRO ENDURANCE MACROPHYTOS,1,"89,54","219,9",,"145,59",UN,0,,SUPLEMENTOS,7898655965897,,Não,00 - Mercadoria para revenda,0
10416,7898599213856,CREATINA 300G CREATIN UP NATURAL PT NUTRATA,2,"47,065","134,9",12/11/2025,"186,62",UN,0,,SUPLEMENTOS,7898599213856,,Não,00 - Mercadoria para revenda,0
2565,7897104923501,CREATINA 300G DOUBLE FORCE BODYACTION,0,"56,9","59,9",03/12/2024,"5,27",UN,0,,SUPLEMENTOS,7897104923501,"venda 114,90",Não,00 - Mercadoria para revenda,0
10498,7898641073971,CREATINA 300G DUX,0,"72,39","134,9",04/02/2026,"86,35",UN,0,,SUPLEMENTOS,7898641073971,,Não,00 - Mercadoria para revenda,0
105103,7896311708314,CREATINA 300G HARDCORE INTEGRALMEDICA,6,"50,156667","109,9",30/03/2026,"119,11",UN,0,,SUPLEMENTOS,7896311708314,IM CREATINA HARDCORE 300G INTEGRALMEDICA,Não,00 - Mercadoria para revenda,0
3231,7898920041448,CREATINA 300G MAX,6,"48,18375","109,9",23/02/2026,"128,09",UN,0,,SUPLEMENTOS,7898920041448,,Não,00 - Mercadoria para revenda,0
1914,7896438200906,CREATINA 300G PROBIOTICA,1,"50,25","109,9",05/12/2025,"118,71",UN,0,,SUPLEMENTOS,7896438200906,,Não,00 - Mercadoria para revenda,0
10332,7898655965033,CREATINA 300GR MACRO ENDURANCE MACROPHYTOS,1,"26,0783","99,9",02/04/2026,"283,08",UN,0,,SUPLEMENTOS,7898655965033,"venda 119,90",Não,00 - Mercadoria para revenda,0
10487,7896311709083,CREATINA 60CPS INTEGRALMEDICA,3,"22,865","49,9",03/03/2026,"118,24",UN,0,,SUPLEMENTOS,7896311709083,,Não,00 - Mercadoria para revenda,0
1787,7908793301720,CREATINA ACTION GUMMY JABUTICABA 60 GOMAS ESSENTIAL,7,84,140,27/11/2025,"66,67",UN,0,,SUPLEMENTOS,7908793301720,,Não,00 - Mercadoria para revenda,0
1788,7908793301706,CREATINA ACTION GUMMY LARANJA 60 GOMAS ESSENTIAL,2,84,140,07/04/2026,"66,67",UN,0,,SUPLEMENTOS,7908793301706,,Não,00 - Mercadoria para revenda,0
1892,7908793301713,CREATINA ACTION GUMMY MACA VERDE 60 GOMAS ESSENTIAL,3,84,140,2/4/2026,"66,67",UN,0,,SUPLEMENTOS,7908793301713,,Não,00 - Mercadoria para revenda,0
340,,CREATINA A GRANEL KG,0,"52,12",260,07/04/2026,"398,85",KG,0,,GRANEL,,REV NUTRITION MONOHIDRATADA C.R$ 66.93  V.R$130  94%L /   PHARMA QUALITY MONOHIDRATADA C. R$100  V. R$ 210  110%L  /  109.66KG ABRINDO OS PTES /PROX.  27/08/22 GRANEL,Sim,00 - Mercadoria para revenda,0
1051865230,7899941206465,CREATINA CREAPURE 250G MAX,0,"75,83","169,9",11/12/2025,"124,05",UN,0,,SUPLEMENTOS,7899941206465,,Não,00 - Mercadoria para revenda,0
1911,7898943044136,CREATINA CREAPURE 300G VITAFOR,1,"141,89",265,14/01/2026,"86,76",UN,0,,SUPLEMENTOS,7898943044136,,Não,00 - Mercadoria para revenda,0
1912,7898943044174,CREATINA CREAPURE 3G SACHE VITAFOR,23,"2,423333","4,9",25/03/2026,"102,2",UN,0,,SUPLEMENTOS,7898943044174,,Não,00 - Mercadoria para revenda,0
1051865061,7908793300921,CREATINA CREAPURE CREALIFT 300GR 100DS ESSENTIAL,2,"214,2",364,26/3/2026,"69,93",UN,0,,SUPLEMENTOS,7908793300921,,Não,00 - Mercadoria para revenda,0
10417,7896311760923,CREATINA CREAPURE DARKNESS 200GR CREATINE INTEGRALMEDICA,0,"115,158187","174,9",20/01/2025,"51,88",UN,0,,SUPLEMENTOS,7896311760923,,Não,00 - Mercadoria para revenda,0
105148,7896438200876,CREATINA CREAPURE POTE 150G PROBIOTICA,2,"67,215","134,9",20/03/2026,"100,7",UN,0,,SUPLEMENTOS,7896438200876,,Não,00 - Mercadoria para revenda,0
1051865272,7898615897893,CREATINA GOMA 60UN IRON ACADEMY,0,"0,99","129,9",20/02/2025,"13021,21",UN,0,,SUPLEMENTOS,7898615897893,,Não,00 - Mercadoria para revenda,0
1848,7898684484895,CREATINA GUMMY DADO BRIGADEIRO 40UN SUPER,3,"58,47","149,9",01/04/2026,"156,37",UN,0,,SUPLEMENTOS,7898684484895,GOMA  GOMAS,Não,00 - Mercadoria para revenda,0
1847,7898684484765,CREATINA GUMMY DADO CARAMELO 40UN SUPER,3,"91,053","149,9",14/02/2026,"64,63",UN,0,,SUPLEMENTOS,7898684484765,GOMA  GOMAS,Não,00 - Mercadoria para revenda,0
1837,7896311775262,CREATINA GUMMY PESSEGO 60 GOMAS NUTRIFY,0,"63,735","89,9",26/9/2025,"41,05",UN,0,,SUPLEMENTOS,7896311775262,,Não,00 - Mercadoria para revenda,0
295,,CREME DE CEBOLA KG,"0,204","8,8",19,8/4/2026,"115,91",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
10327,7895454816504,CREME DENTAL MENTA/CARVAO VEGETAL 90G BONI NATURAL,3,"13,12","25,5",07/03/2026,"94,36",UN,0,,GERAL,7895454816504,,Não,00 - Mercadoria para revenda,0
10328,7890310111489,CREME DENTAL MENTA/MELALEUCA 90G BONI NATURAL,5,"13,13","24,9",24/03/2026,"89,64",UN,0,,GERAL,7890310111489,,Não,00 - Mercadoria para revenda,0
10394,7896246000798,CREME DENTAL NATURAL BABY 50G EXT BAN/CAMOMILA/ERVA CIDREIRA ORGANICO NATURAL LOTE: 163,1,"14,43","19,9",,"37,91",UN,0,,GERAL,7896246000798,,Não,00 - Mercadoria para revenda,0
105130,7896246000552,CREME DENTAL ORG CAMOMILA S/FLUOR ORGANICO NATURAL 80G ,0,"15,06","23,9",27/02/2024,"58,7",UN,0,,GERAL,7896246000552,,Não,00 - Mercadoria para revenda,0
1051865250,7898939183344,"CREME ESFOLIANTE PES, MAOS, JOELHOS, CUTUVELOS  150G BIO INSTINTO",0,"8,058","15,9",28/04/2025,"97,32",UN,0,,GERAL,7898939183344,FARMACIA 7.56,Não,00 - Mercadoria para revenda,0
3511,700083461759,"CUCA DE BANANA S/ GLUTEN,LEITE,SOJA 320G LEVESSIA",1,"12,18","19,9",,"63,38",UN,0,,GERAL,700083461759,"SEM GLUTEN, LACTOSE, CONSERVANTE, SOJA",Não,00 - Mercadoria para revenda,0
3136,7898686180184,CURCUMA 100CPS 500MG CN,0,"14,22","29,9",,0,UN,0,,ENCAPSULADOS,7898686180184,,Não,00 - Mercadoria para revenda,0
2634,7898033751722,CURCUMA 120CPS / 600MG  SL,2,"18,6","39,9",01/04/2026,"114,52",UN,0,,ENCAPSULADOS,7898033751722,,Não,00 - Mercadoria para revenda,0
3123,7898655963152,CURCUMA  500MG 60CPS HARD MACROPHYTUS,1,"24,27","39,9",04/02/2026,"64,4",UN,0,,ENCAPSULADOS,7898655963152,,Não,00 - Mercadoria para revenda,0
3427,7908672301148,CURCUMA 95% CURCUMINOIDES 60CAPS 500MG ACTIBIO,0,"32,01","63,5",13/11/2025,"98,38",UN,0,,ENCAPSULADOS,7908672301148,,Não,00 - Mercadoria para revenda,0
2491,7896326999547,CURCUMA E PIMENTA PRETA 600MG 120CPS SL,1,"18,04","39,9",09/04/2026,"121,18",UN,0,,ENCAPSULADOS,7896326999547,,Não,00 - Mercadoria para revenda,0
3428,7908672301179,CURCUVIT CURCUMA 30ML SABOR LIMAO E MENTA SUPRAERVAS,0,"29,63","49,9",02/01/2026,"68,41",UN,0,,GERAL,7908672301179,"Extrato de Unha de Gato, Extrato de Gengibre, Extrato de Curcuma Longa, Colágeno Tipo 2, Condroitina, Vitamina D3, Vitamina K2, Vitamina C, MSM e Extrato de Aloe Vera, de ingestão sublingual que facilita uma rápida absorção / O CurcuVit possui ação anti-inflamatória, auxiliando nas dores articulares, além de possuir ação antioxidante, antibacteriana, antidiarreica e antiescorbútica / Ingerir 20 gotas (1ml) 1 vez ao dia.",Não,00 - Mercadoria para revenda,0
204,,CURRY KG,"0,892","11,93",25,07/04/2026,"109,56",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
112,,DAMASCO N.2  KG,"3,788","87,37",171,10/04/2026,"95,72",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
1051859,7896311767786,DARK WHEY 100% BAUN 900G PT WHEY PROTEIN INTEGRALMEDICA ,0,"85,914","159,9",22/11/2024,"86,12",UN,0,,SUPLEMENTOS,7896311767786,,Não,00 - Mercadoria para revenda,0
1051860,7896311767793,DARK WHEY 100% CHOC 900G PT WHEY PROTEIN INTEGRALMEDICA,0,"89,0109","159,9",15/10/2024,"79,64",UN,0,,SUPLEMENTOS,7896311767793,,Não,00 - Mercadoria para revenda,0
1051865263,7896311768042,"DARK WHEY 100% CHOC MALTADO 1,2KG PT WHEY PROTEIN INTEGRALMEDICA",0,"147,59","147,59",,0,UN,0,,SUPLEMENTOS,7896311768042,,Não,00 - Mercadoria para revenda,0
1051865251,7896311767809,DARK WHEY 100% MORANGO 900G PT WHEY PROTEIN INTEGRALMEDICA ,0,"89,91","159,9",05/03/2025,"77,84",UN,0,,SUPLEMENTOS,7896311767809,,Não,00 - Mercadoria para revenda,0
1856,7899925401015,DENTE DE LEAO 60CPS 500MG GOLDCAPS,1,"13,61","29,9",14/11/2025,"119,69",UN,0,,ENCAPSULADOS,7899925401015,,Não,00 - Mercadoria para revenda,0
1051865150,7898589728551,DENTE DE LEAO 60CPS 500MG KURYERVAS,0,"16,75","29,9",23/02/2026,"78,51",UN,0,,ENCAPSULADOS,7898589728551,,Não,00 - Mercadoria para revenda,0
1827,7899592821017,DESINCHA DIA 60 SACHES CAIXA DESINCHA,0,"43,2","89,9",,"108,1",UN,0,,ENCAPSULADOS,7899592821017, CHA NOITE 60SAC X 1.5G DESINCHA,Não,00 - Mercadoria para revenda,0
1980,7898684480071,DESINCHA DIA/NOITE 60 SACHES CAIXA DESINCHA,2,"42,16","89,9",26/01/2026,"113,24",UN,0,,ENCAPSULADOS,7898684480071, CHA NOITE 60SAC X 1.5G DESINCHA,Não,00 - Mercadoria para revenda,0
105108,798190060996,DESINCHA NOITE 60 SACHES CAIXA DESINCHA,1,"49,27","84,9",18/07/2024,"72,32",UN,0,,ENCAPSULADOS,798190060996, CHA NOITE 60SAC X 1.5G DESINCHA,Não,00 - Mercadoria para revenda,0
399,,"DESINCHA SACHE 1,5G",0,"0,72",2,31/03/2026,"177,78",UN,0,,GERAL,,,Não,00 - Mercadoria para revenda,0
2381,7896098903605,DESINFETANTE BAK YPE 500ML EUCALIPTO,0,"2,78","2,97",,0,UN,0,,MOSTRUARIOS E ATIVO FIXO,7896098903605,,Não,00 - Mercadoria para revenda,0
1051856,7898615896582,DEXACORT POMADA 30G LASANDAY,1,"21,95","34,9",30/01/2025,59,UN,0,,ENCAPSULADOS,7898615896582,,Não,00 - Mercadoria para revenda,0
3523,7898501762434,DIFUSOR VARETAS BAMBU ORIENTAL 250ML CASZULO VIAAROMA,1,"20,7","39,9",,"92,75",UN,0,,OLEO ESSENCIAL,7898501762434,,Não,00 - Mercadoria para revenda,0
3524,7898501762458,DIFUSOR VARETAS BRISA DO OCEANO 250ML CASZULO VIAAROMA,1,"20,7","39,9",,"92,75",UN,0,,OLEO ESSENCIAL,7898501762458,,Não,00 - Mercadoria para revenda,0
3522,7898501762472,DIFUSOR VARETAS CAMPOS DE LAVANDA 250ML CASZULO VIAAROMA,1,"20,7","39,9",,"92,75",UN,0,,OLEO ESSENCIAL,7898501762472,,Não,00 - Mercadoria para revenda,0
10405,7893595771935,DISPLAY TOP 6 TEMAS C 18 UNIDADES FLORAL DE BACH THERAPI,1,"284,42","376,2",,0,UN,0,,INSUMOS E EMBALAGENS,7893595771935,,Não,00 - Mercadoria para revenda,0
389,,DISQUETI AO LEITE KG,"3,065","60,24",105,20/03/2026,"74,3",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
2680,7898218820069,DIURESES 500 ML- VIDA LONGA,0,10,"24,5",26/03/2026,145,UN,0,,GERAL,7898218820069,,Não,00 - Mercadoria para revenda,0
1,7891151041096,DIVERSOS,0,"10,9","11,99",12/12/2025,10,UN,0,,GERAL,7891151041096,,Sim,00 - Mercadoria para revenda,0
1913,7908034109948,DOCE DE LEITE 170G HAVANNA,3,"12,77","23,9",,"87,16",UN,0,,GERAL,7908034109948,,Não,00 - Mercadoria para revenda,0
1617,7896063284821,"DOCE DE LEITE S/ACUCAR, GLUTEN 200G VITAO",0,"18,27","34,9",10/3/2026,"91,02",UN,0,,GERAL,7896063284821,,Não,00 - Mercadoria para revenda,0
197,,DOLOMITA  KG,"1,472","6,29",22,3/3/2026,"249,76",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
367,,DRAGEA AMENDOIM CHOC AO LEITE       MAKROBOM,"10,192","76,4",129,16/3/2026,"68,85",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
545,,DRAGEA CASTANHA DO PARA CHOC 70% CACAU ZERO KG,"0,724","140,4",236,7/4/2026,"68,09",KG,0,,GRANEL,,"FORNECEDOR SGM ""MAIS GRANEL"" ",Sim,00 - Mercadoria para revenda,0
544,,DRAGEA DAMASCO CHOC 70% CACAU ZERO KG,"0,038","140,4",229,8/4/2026,"63,11",KG,0,,GRANEL,,"FORNECEDOR SGM ""MAIS GRANEL"" ",Sim,00 - Mercadoria para revenda,0
368,,DRAGEA UVA PASSA 70% CACAU            MAKROBOM,"5,592","121,84",195,09/04/2026,"60,05",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
421,,DRAGEA UVA PASSA  CHOC AO LEITE MAKROBOM,"2,49","80,54",135,24/03/2026,"67,62",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
10410,7899811100039,ELIXIR DE INHAME C/ VIT A/C PURYAM 250ML UBERPHARMA LOTE: 52123,0,"14,37","24,9",07/07/2025,"73,28",UN,0,,GERAL,7899811100039,,Não,00 - Mercadoria para revenda,0
1559,,EMBALAGEM CACHEPOT 2 GLITER VERMELHO (MEGA EMBALAGENS),0,"2,56","2,56",,0,UN,0,,INSUMOS E EMBALAGENS,,,Não,00 - Mercadoria para revenda,0
105186470,13003278,EMBALAGEM CESTA DE PASCOA PAPEL ,1,"1,75","1,75",,0,UN,0,,INSUMOS E EMBALAGENS,13003278,,Não,00 - Mercadoria para revenda,0
1557,,EMBALAGEM CESTA P 21X14X09 PARDA (MEGA EMBALAGENS),0,"3,2","3,2",,0,UN,0,,INSUMOS E EMBALAGENS,,,Não,00 - Mercadoria para revenda,0
1562,7899008094226,"EMBALAGEM CX PARDA PQ 18X10X3,5CM (MEGA EMBALAGENS)",0,"4,58","4,58",,0,UN,0,,INSUMOS E EMBALAGENS,7899008094226,,Não,00 - Mercadoria para revenda,0
1561,,EMBALAGEM CX VERMELHA PAPAI NOEL (MEGA EMBALAGENS),0,"2,32","2,32",,0,UN,0,,INSUMOS E EMBALAGENS,,,Não,00 - Mercadoria para revenda,0
3543,,EMBALAGEM DIVERSA (SAC.PAPEL+LAÇO),0,2,5,,150,UN,0,,INSUMOS E EMBALAGENS,,BASE,Não,00 - Mercadoria para revenda,0
