Produtos,,,,,,,,,,,,,,,,
Código,Código de barras,Nome,Estoque,Custo,Venda Preço unit.,Data última compra,Percentual % markup da última precificação,UN,Qt mínima estoque,Preço última compra,GRUPO,Códigos de barras/EANS,Observação,Pesável,Tipo de produto,Qt Máxima Estoque
273,,SEMENTINHA LEPIDIUM VIRGINICUM COLA OSSO,4,30,75,12/11/2025,150,UN,0,,GERAL,,,Sim,00 - Mercadoria para revenda,0
1993,7893018270014,"SEX NOW MENTA 60TBS LIBIDO,FOCO,ENERGIA NBF",0,130,"259,9",31/03/2026,"99,92",UN,0,,ENCAPSULADOS,7893018270014,,Não,00 - Mercadoria para revenda,0
2836,7898483537877,SHAKE FINI BELT - BAUNILHA 400GR  UNILIFE,1,"19,49","29,9",,0,UN,0,,GERAL,7898483537877,,Não,00 - Mercadoria para revenda,0
2835,7898483537846,SHAKE FINI BELT - CHOCOLATE 400GR UNILIFE,0,"19,49","29,9",06/08/2024,0,UN,0,,GERAL,7898483537846,ESTE GANHO DE BO,Não,00 - Mercadoria para revenda,0
2834,7898483537839,SHAKE FINI BELT  MORANGO  400GR  -  UNILIFE,0,"17,43","29,9",,0,UN,0,,GERAL,7898483537839,,Não,00 - Mercadoria para revenda,0
1772,7898501762489,SHAMPOO NEUTRO BASIC 250ML VIAAROMA,2,"9,34","24,9",31/12/2025,"166,6",UN,0,,OLEO ESSENCIAL,7898501762489,,Não,00 - Mercadoria para revenda,0
1051865198,7898919865079,SIMFORT 30 SACHES DE 2G VITAFOR,0,"66,7845","125,9",12/11/2025,"88,52",UN,0,,ENCAPSULADOS,7898919865079,,Não,00 - Mercadoria para revenda,0
541,,"SNACK BATATA DOCE, CHIA, LEMON PEPPER, SEM GLUTEN/LACTOSE/,S/ACUCAR KG (BRASILMIX)","1,186","78,9",159,09/04/2026,"101,52",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
507,,"SNACK COCO C/ AMENDOAS, SEM GLUTEN/LACTOSE/,S/ACUCAR KG (BRASILMIX)","0,648","155,78",235,07/04/2026,"50,85",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
3509,7898380412420,SNACK DE MILHO E QUINOA QUEIJO S/GLUTEN E LACTOSE BELIVE  25G,1,"3,01","5,9",07/04/2026,"96,01",UN,0,,GERAL,7898380412420,MAXINUTRI,Não,00 - Mercadoria para revenda,0
1955,7898380412772,SNACK DE MILHO QUEIJO NACHO 25G,2,"3,01","5,9",01/12/2025,"96,01",UN,0,,GERAL,7898380412772,MAXINUTRI,Não,00 - Mercadoria para revenda,0
3510,7898380410365,SNACK ERVAS FINAS S/GLUTEN E LACTOSE GOODAY 25G,0,"3,01","5,9",20/02/2026,"96,01",UN,0,,GERAL,7898380410365,MAXINUTRI,Não,00 - Mercadoria para revenda,0
534,,SNACK GRAO DE BICO COM ALHO VEGANO KG (BRASILMIX),"0,789","89,9",145,07/04/2026,"61,29",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
1756,7898747830553,SNACK PROTEIN BACON GOODAY (8 PROT) 50G,0,"3,71","6,9",17/09/2025,"85,98",UN,0,,GERAL,7898747830553,MAXINUTRI,Não,00 - Mercadoria para revenda,0
1755,7898747830560,SNACK PROTEIN BARBECUE GOODAY (8 PROT) 50G,0,"3,71","6,9",14/08/2025,"85,98",UN,0,,GERAL,7898747830560,MAXINUTRI,Não,00 - Mercadoria para revenda,0
1757,7898747830546,SNACK PROTEIN BURGER GOODAY (8 PROT) 50G,0,"3,71","6,9",02/09/2025,"85,98",UN,0,,GERAL,7898747830546,MAXINUTRI,Não,00 - Mercadoria para revenda,0
170,,SOJA EM GRAOS KG,0,"7,8","13,5",09/12/2024,"73,08",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
1693,7898951782891,SPIRULINA 120CPS 600MG NATTUBRAS,0,"28,6","55,9",31/01/2026,"95,45",UN,0,,ENCAPSULADOS,7898951782891,,Não,00 - Mercadoria para revenda,0
3247,7898927435776,SPIRULINA 60CAPS     NUTRYERVAS,0,"16,41","35,5",11/4/2025,"116,33",UN,0,,ENCAPSULADOS,7898927435776,,Não,00 - Mercadoria para revenda,0
3153,7898686180535,SPIRULINA 60CPS 500MG CN,1,"19,02","34,9",15/07/2025,"83,49",UN,0,,ENCAPSULADOS,7898686180535,,Não,00 - Mercadoria para revenda,0
1576,7899925401091,SPIRULINA 60CPS 500MG GOLDCAPS,0,17,"29,9",08/07/2025,"75,88",UN,0,,ENCAPSULADOS,7899925401091,,Não,00 - Mercadoria para revenda,0
1739,7898951782600,SPIRULINA 60CPS 600MG NATTUBRAS,0,"19,89","39,9",10/04/2026,"100,6",UN,0,,ENCAPSULADOS,7898951782600,,Não,00 - Mercadoria para revenda,0
327,,SPIRULINA PO  KG,"0,382","48,9",95,08/04/2026,"94,27",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
1689,7898967349378,SPORT PROTEIN VEGANO BAUNILHA 30G SACHE DOBRO,5,"7,4147","15,9",07/04/2026,"114,44",UN,0,,SUPLEMENTOS,7898967349378,,Não,00 - Mercadoria para revenda,0
1687,7898967349248,SPORT PROTEIN VEGANO BAUNILHA 450G POTE DOBRO,0,"100,65","159,9",26/03/2026,"58,87",UN,0,,SUPLEMENTOS,7898967349248,,Não,00 - Mercadoria para revenda,0
1920,7898967349880,SPORT PROTEIN VEGANO BAUNILHA POUNCH REFIL 900G DOBRO,0,"137,747","234,9",06/01/2026,"70,53",UN,0,,SUPLEMENTOS,7898967349880,,Não,00 - Mercadoria para revenda,0
1690,7898967349385,SPORT PROTEIN VEGANO CHOCOLATE AVELA 30G SACHE DOBRO,7,"7,4147","15,9",07/04/2026,"114,44",UN,0,,SUPLEMENTOS,7898967349385,,Não,00 - Mercadoria para revenda,0
1918,7898967349170,SPORT PROTEIN VEGANO CHOCOLATE AVELA 450G POTE DOBRO,0,"84,747","149,9",22/1/2026,"76,88",UN,0,,SUPLEMENTOS,7898967349170,,Não,00 - Mercadoria para revenda,0
1691,7898967349712,SPORT PROTEIN VEGANO CHOCOLATE BELGA 30G SACHE DOBRO,7,"7,4147","15,9",7/4/2026,"114,44",UN,0,,SUPLEMENTOS,7898967349712,,Não,00 - Mercadoria para revenda,0
1688,7898967349675,SPORT PROTEIN VEGANO CHOCOLATE BELGA 450G POTE DOBRO,0,"100,65","159,9",31/3/2026,"58,87",UN,0,,SUPLEMENTOS,7898967349675,,Não,00 - Mercadoria para revenda,0
1919,7898967349903,SPORT PROTEIN VEGANO CHOCOLATE BELGA POUNCH REFIL 900G DOBRO,0,"137,747","234,9",17/10/2025,"70,53",UN,0,,SUPLEMENTOS,7898967349903,,Não,00 - Mercadoria para revenda,0
1916,7898967349538,SPORT PROTEIN VEGANO COOKIES 30G SACHE DOBRO,0,"7,4147","15,9",11/03/2026,"114,44",UN,0,,SUPLEMENTOS,7898967349538,,Não,00 - Mercadoria para revenda,0
1917,7898967349477,SPORT PROTEIN VEGANO COOKIES 450G POTE DOBRO,0,"84,747","149,9",17/01/2026,"76,88",UN,0,,SUPLEMENTOS,7898967349477,,Não,00 - Mercadoria para revenda,0
1975,,SPRAY AMBIENTE C/ OL. ESSENCIAIS PROTEÇÃO 60ML DALUA ALQUIMIA,0,98,147,,50,UN,0,,OLEO ESSENCIAL,,,Não,00 - Mercadoria para revenda,0
10554,7898615897558,SPRAY ANTI SEPTICO DEXACORT 50ML LASANDAY,1,"10,95","24,9",,"127,4",UN,0,,ENCAPSULADOS,7898615897558,ANTISEPTICO,Não,00 - Mercadoria para revenda,0
381,,STEVIA FOLHA KG,0,"98,18",240,12/03/2026,"144,45",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
1812,7901512612596,STOPNIC SABOR BAUNILHA 30ML PHYTOWEST,1,"19,9","34,9",06/08/2025,"75,38",UN,0,,GERAL,7901512612596,PARAR DE FUMAR,Não,00 - Mercadoria para revenda,0
1615,7896931613678,SUCO DE UVA 200ML CAMPO LARGO,6,"3,88","6,9",,"77,84",UN,0,,GELADEIRA,7896931613678,,Não,00 - Mercadoria para revenda,0
9171,,SUCRILHOS C/ ACUCAR ACIMA 300G   PROMOCAO,0,"15,98",19,07/12/2023,"18,9",KG,0,,PROMOCAO QT,,,Sim,00 - Mercadoria para revenda,0
171,,SUCRILHOS C/ACUCAR  KG,"4,998","17,2",31,19/03/2026,"80,23",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
9175,,SUCRILHOS CHOCOBOL ACIMA 300G PROMOCAO,0,"10,99",19,06/12/2023,0,KG,0,,PROMOCAO QT,,,Sim,00 - Mercadoria para revenda,0
175,,SUCRILHOS CHOCO BOLL KG,"1,874","17,32",31,02/04/2026,"78,98",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
173,,SUCRILHOS FRUIT RINGS  KG,"1,098","17,88",34,30/03/2026,"90,16",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
9338,,SUCRILHOS LEITE COND ACIMA 300G PROMOCAO,0,"10,99",19,,0,KG,0,,PROMOCAO QT,,,Sim,00 - Mercadoria para revenda,0
338,,SUCRILHOS LEITE CONDENSADO,"0,836","17,32",35,10/03/2026,"102,08",KG,0,,GRANEL,,FLOCOS DE MILHO,Sim,00 - Mercadoria para revenda,0
9172,,SUCRILHOS S/ACUCAR  ACIMA 300G PROMOCAO,0,"16,6",19,13/12/2023,"14,46",KG,0,,PROMOCAO QT,,,Sim,00 - Mercadoria para revenda,0
172,,SUCRILHOS S/ACUCAR KG,"0,219","17,32",32,02/04/2026,"84,76",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
3150,7898686180443,SUCUPIRA SEMENTE 60CPS 500MG CN,1,"15,45","29,9",09/07/2025,"93,53",UN,0,,ENCAPSULADOS,7898686180443,,Não,00 - Mercadoria para revenda,0
3149,7898686180436,SUCUPIRA+UNHA DE GATO+GARRA D 60CPS 500MG CN,0,"16,11","32,5",26/11/2024,"101,74",UN,0,,ENCAPSULADOS,7898686180436,,Não,00 - Mercadoria para revenda,0
10446,630941651346,SUPERCOFFEE 3.0 BEIJINHO 220G,1,"85,02","135,9",30/12/2025,"59,84",UN,0,,SUPLEMENTOS,630941651346,,Não,00 - Mercadoria para revenda,0
486,40141154934,SUPERCOFFEE 3.0 BEIJINHO GO (UNIDADE),14,"5,04","8,5",07/04/2026,"68,65",UN,0,,SUPLEMENTOS,40141154934,,Não,00 - Mercadoria para revenda,0
10455,618341625495,SUPERCOFFEE 3.0 CHOCONILLA 220G,0,"85,02","135,9",30/03/2026,"59,84",UN,0,,SUPLEMENTOS,618341625495,,Não,00 - Mercadoria para revenda,0
105150,618341625501,SUPERCOFFEE 3.0 CHOCONILLA 380G,4,"133,9","214,9",07/05/2025,"60,49",UN,0,,SUPLEMENTOS,618341625501,,Não,00 - Mercadoria para revenda,0
10458,618341625525,SUPERCOFFEE 3.0 CHOCONILLA TO GO (UNIDADE),13,"5,04","8,5",07/04/2026,"68,65",UN,0,,SUPLEMENTOS,618341625525,,Não,00 - Mercadoria para revenda,0
1768,70341564868,SUPERCOFFEE 3.0 DOCE DE LEITE 220G,2,"85,02","135,9",04/11/2025,"59,84",UN,0,,SUPLEMENTOS,70341564868,,Não,00 - Mercadoria para revenda,0
1946,70341564738,SUPERCOFFEE 3.0 DOCE DE LEITE 380G,0,"133,9","214,9",04/02/2026,"60,49",UN,0,,SUPLEMENTOS,70341564738,,Não,00 - Mercadoria para revenda,0
1948,40141751904,SUPERCOFFEE 3.0 DOCE DE LEITE TO GO (UNIDADE),25,"5,47","8,75",08/04/2026,"59,96",UN,0,,SUPLEMENTOS,40141751904,,Não,00 - Mercadoria para revenda,0
1947,70341564837,SUPERCOFFEE 3.0 LAJOTINHA 220G,2,"91,11","145,9",24/03/2026,"60,14",UN,0,,SUPLEMENTOS,70341564837,,Não,00 - Mercadoria para revenda,0
3449,751320460752,SUPERCOFFEE 3.0 LAJOTINHA 380G,2,"140,29","229,9",19/1/2026,"63,87",UN,0,,SUPLEMENTOS,751320460752,,Não,00 - Mercadoria para revenda,0
1537,70341564530,SUPERCOFFEE 3.0 LINGUA DE GATO 220G,0,"91,11","145,9",13/01/2026,"60,14",UN,0,,SUPLEMENTOS,70341564530,,Não,00 - Mercadoria para revenda,0
1766,70341564523,SUPERCOFFEE 3.0 LINGUA DE GATO 380G,1,"140,29","229,9",16/02/2026,"63,87",UN,0,,SUPLEMENTOS,70341564523,,Não,00 - Mercadoria para revenda,0
1642,70341564479,SUPERCOFFEE 3.0 LINGUA DE GATO TO GO (UNIDADE),24,"5,74","9,5",09/04/2026,"65,51",UN,0,,SUPLEMENTOS,70341564479,,Não,00 - Mercadoria para revenda,0
10452,618231518791,SUPERCOFFEE 3.0 ORIGINAL 220G,3,"85,02","135,9",30/03/2026,"59,84",UN,0,,SUPLEMENTOS,618231518791,,Não,00 - Mercadoria para revenda,0
105186495,618231518807,SUPERCOFFEE 3.0 ORIGINAL 380G,0,"133,9","214,9",26/03/2026,"60,49",UN,0,,SUPLEMENTOS,618231518807,,Não,00 - Mercadoria para revenda,0
10456,618231518821,SUPERCOFFEE 3.0 ORIGINAL TO GO (UNIDADE),68,"5,04","8,5",7/4/2026,"68,65",UN,0,,SUPLEMENTOS,618231518821,,Não,00 - Mercadoria para revenda,0
1643,618341087422,SUPERCOFFEE 3.0 PISTACHE 220G,0,"76,8","134,9",25/10/2025,"75,65",UN,0,,SUPLEMENTOS,618341087422,,Não,00 - Mercadoria para revenda,0
105151,618231518920,SUPERCOFFEE 3.0 VANILLA 380G,1,"133,9","214,9",01/04/2026,"60,49",UN,0,,SUPLEMENTOS,618231518920,,Não,00 - Mercadoria para revenda,0
10454,618231518913,SUPERCOFFEE 3.0 VANILLA LATTE 220G,1,"85,02","135,9",11/03/2026,"59,84",UN,0,,SUPLEMENTOS,618231518913,,Não,00 - Mercadoria para revenda,0
10457,618231518944,SUPERCOFFEE 3.0 VANILLA LATTE TO GO (UNIDADE),30,"5,47","8,75",07/04/2026,"59,96",UN,0,,SUPLEMENTOS,618231518944,,Não,00 - Mercadoria para revenda,0
10399,7898684482716,SUPERMATE BEBIDA PRONTA MATE GASEIFICADO DESINCHA 269ML LATA ,0,"8,09","14,9",20/03/2026,"84,18",UN,0,,GELADEIRA,7898684482716,,Não,00 - Mercadoria para revenda,0
10361,7908793300174,SUPER OMEGA 3 TG 1080 EPA/720 DHA 60CPS ESSENTIAL,1,87,145,31/03/2026,"66,67",UN,0,,ENCAPSULADOS,7908793300174,,Não,00 - Mercadoria para revenda,0
1785,7908793300211,SUPER OMEGA 3 TG 1080 EPA/720 DHA 90CPS ESSENTIAL,0,"115,2",192,21/03/2026,"66,67",UN,0,,ENCAPSULADOS,7908793300211,,Não,00 - Mercadoria para revenda,0
1893,7898971943883,SUPER OMEGA 3 TG 1080 EPA/720 DHA LIQUIDO 150ML ESSENTIAL,0,"97,2",162,07/04/2026,"66,67",UN,0,,ENCAPSULADOS,7898971943883,,Não,00 - Mercadoria para revenda,0
3098,7898649500264,SUPRA ELIX E INHAME VIT A  E C  250ML,2,"13,97","23,9",,0,UN,0,,GERAL,7898649500264,,Não,00 - Mercadoria para revenda,0
1716,7898765400486,SUSPIRO CARAMELO 30G LA GANEXA ,0,"7,94","14,9",11/02/2026,"87,66",UN,0,,ENCAPSULADOS,7898765400486,,Não,00 - Mercadoria para revenda,0
1717,7898765400479,SUSPIRO PISTACHE 30G LA GANEXA ,1,"7,94","14,9",17/03/2026,"87,66",UN,0,,ENCAPSULADOS,7898765400479,,Não,00 - Mercadoria para revenda,0
1715,7898765400462,SUSPIRO TRADICIONAL 30G LA GANEXA ,2,"7,94","14,9",28/03/2026,"87,66",UN,0,,ENCAPSULADOS,7898765400462,,Não,00 - Mercadoria para revenda,0
1051865084,7898269632284,TAHINE INTEGRAL 220G SESAMO,4,"14,17","29,9",23/03/2026,"111,01",UN,0,,GERAL,7898269632284,,Não,00 - Mercadoria para revenda,0
1051865085,7898269632529,TAHINE INTEGRAL 350G SESAMO,0,"17,77","34,9",25/02/2026,"96,4",UN,0,,GERAL,7898269632529,,Não,00 - Mercadoria para revenda,0
2357,7896028790008,TAHINE ISTAMBUL 200G LATA,5,"16,865","29,9",07/03/2026,"77,29",UN,0,,GRANEL,7896028790008,,Não,00 - Mercadoria para revenda,0
105161,7898269632277,TAHINE TRADICIONAL 220G SESAMO,1,"15,7","31,9",02/04/2026,"103,18",UN,0,,GERAL,7898269632277,,Não,00 - Mercadoria para revenda,0
1601,7898269630211,TAHINE TRADICIONAL 320G SESAMO,1,"19,1","33,9",06/04/2026,"77,49",UN,0,,GERAL,7898269630211,,Não,00 - Mercadoria para revenda,0
446,,TAMARA JUMBO COM CAROCO KG,"0,748","26,08",54,10/04/2026,"107,06",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
262,,TAMARAS SEM CAROCO KG,"0,706","24,41",42,09/04/2026,"72,06",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
2015,122553,TAPIOCA GRANULADA MEDIA HASI 500G,0,"4,9","12,9",04/07/2025,"163,27",UN,0,,GERAL,122553,,Não,00 - Mercadoria para revenda,0
1921,,TAURINA 1000MG 250 CPS - NOW FOODS,1,"176,9","265,5",,"50,08",UN,0,,ENCAPSULADOS,,,Não,00 - Mercadoria para revenda,0
1597,7898655966740,TAURINA 120G MACRO ENDURANCE MACROPHYTUS ,0,"18,47","31,9",09/03/2026,"72,71",UN,0,,SUPLEMENTOS,7898655966740,,Não,00 - Mercadoria para revenda,0
1051865188,7898649508369,TAURINA 2000MG 60CPS MONSTER BODY,1,"19,38","37,9",05/08/2025,"95,56",UN,0,,ENCAPSULADOS,7898649508369,,Não,00 - Mercadoria para revenda,0
1051865170,7898596082561,TCM OLEO DE COCO 250ML COPRA ,2,"58,9","97,5",26/03/2026,"65,53",UN,0,,ENCAPSULADOS,7898596082561,,Não,00 - Mercadoria para revenda,0
176,,TEMPERO ANA MARIA   KG,"3,24","23,82",47,09/04/2026,"97,31",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
299,,TEMPERO BAIANO KG,"0,522","39,99",79,20/03/2026,"97,55",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
408,,TEMPERO DO CHEFE COM CURRY KG,"1,068","27,92",59,09/04/2026,"111,32",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
178,,TEMPERO EDU GUEDES  KG,"4,829","29,77",59,09/04/2026,"98,19",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
526,,TEMPERO LEMON PEPPER FIT  KG,"0,498","30,5",61,06/08/2025,100,KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
177,,TEMPERO LEMON PEPPER KG,"2,838","24,99",45,10/04/2026,"80,07",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
487,,TEMPERO PEGA MARIDO KG,"0,654","34,9",69,09/04/2026,"97,71",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
1881,618231258482,TERMOGENICO CLEMBUTER RED FRUITS 250ML UNDER LABZ,1,"81,99","129,9",16/01/2026,"58,43",UN,0,,SUPLEMENTOS,618231258482,,Não,00 - Mercadoria para revenda,0
1882,618231258475,TERMOGENICO CLEMBUTER YELLOW FRUITS 250ML UNDER LABZ,1,"81,99","129,9",16/01/2026,"58,43",UN,0,,SUPLEMENTOS,618231258475,,Não,00 - Mercadoria para revenda,0
20014,618231255689,TERMOGENICO DIMETHYLEX 60 CPS UNDER LABZ,0,"50,5305","84,9",22/12/2025,"68,02",UN,0,,SUPLEMENTOS,618231255689,,Não,00 - Mercadoria para revenda,0
1987,7898665434376,TERMO PLUS 90CPS VITAFOR,0,"65,785","104,9",07/02/2026,"59,46",UN,0,,SUPLEMENTOS,7898665434376,,Não,00 - Mercadoria para revenda,0
1803,7898589728230,TESTOSTERONMAX 120CAPS MACA TRIBULUS KURYERVAS,0,"27,85","59,9",13/01/2026,"115,08",UN,0,,ENCAPSULADOS,7898589728230,,Não,00 - Mercadoria para revenda,0
3015,7898589726946,TESTOSTERONMAX 120CAPS MACA TRIBULUS PHD RN,2,"29,07","55,5",08/12/2025,"90,92",UN,0,,ENCAPSULADOS,7898589726946,,Não,00 - Mercadoria para revenda,0
1741,7908624601449,TESTO TOURO AZUL (TRIBULUS+MACA+TAURINA+BORO) 90CPS 1500MG,3,"27,8","59,9",28/1/2026,"115,47",UN,0,,ENCAPSULADOS,7908624601449,,Não,00 - Mercadoria para revenda,0
10406,7893595770709,THERAPI - MELATONIZE 30ML MELATONINA (6 gotas = 210mcg),0,"16,56","34,9",03/01/2024,"110,75",UN,0,,GERAL,7893595770709,(6 gotas = 210mcg),Não,00 - Mercadoria para revenda,0
2563,7897104912598,THERMO ABDOMEN 60CPS  BODYACTION,0,"44,48","74,9",09/02/2026,"68,39",UN,0,,ENCAPSULADOS,7897104912598,ANA COMPROU,Não,00 - Mercadoria para revenda,0
1051865214,7898593052734,THERMO ACTIVE TERMOGENICO 60CPS MAXINUTRI,1,"38,47","65,9",30/09/2025,"71,3",UN,0,,ENCAPSULADOS,7898593052734,,Não,00 - Mercadoria para revenda,0
2236,7893590538861,TINTURA DE ARNICA,1,"7,17","11,9",18/09/2025,0,UN,0,,GERAL,7893590538861,,Não,00 - Mercadoria para revenda,0
2233,7893590538830,TINTURA DE ARNICA 30ML,4,"5,81","13,9",23/03/2026,"139,24",UN,0,,GERAL,7893590538830,,Não,00 - Mercadoria para revenda,0
2678,7898218820045,TIRA GRIPE - ANTIGRIPAL NATURAL 330 ML  VIDA LONGA,22,"10,9","24,9",01/04/2026,"128,44",UN,0,,GERAL,7898218820045,,Não,00 - Mercadoria para revenda,0
215,,TOMILHO KG,"0,09","13,8",54,06/04/2026,"291,3",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
3390,7899941202818,TOP WHEY BARRA  CHOC AVELA MAX,3,"4,41","7,9",,0,UN,0,,GERAL,7899941202818,,Não,00 - Mercadoria para revenda,0
21,,TORRADA SABOR ALHO     LA SALLE / MAKROBOM,"1,426",24,39,15/10/2025,"62,5",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
394,,TORRAO DE GERGELIM BARRA SNACK KG,"1,083","32,86",65,30/03/2026,"97,81",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
180,,TRIBULUS PO   KG,"2,804","37,58",107,08/04/2026,"184,73",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
3519,759126766788,TRIBULUS TERRESTRIS 1500MG 100TBS 95% SAP PROSIZE,0,75,"159,9",31/03/2026,"113,2",UN,0,,ENCAPSULADOS,759126766788,95% SAPONINAS,Não,00 - Mercadoria para revenda,0
1792,7908624601562,TRIBULUS TERRESTRIS 1500MG 120CPS 90% SAP SHOOPNATU,1,"34,49","89,9",07/04/2026,"160,66",UN,0,,ENCAPSULADOS,7908624601562,95% SAPONINAS,Não,00 - Mercadoria para revenda,0
2710,7898292215102,TRIBULUS TERRESTRIS 150CPS 600MG 65%SAP GOLD PHD,0,"30,45","54,5",23/02/2026,"78,98",UN,0,,ENCAPSULADOS,7898292215102,66% SAPONINAS,Não,00 - Mercadoria para revenda,0
1657,759126773274,TRIBULUS TERRESTRIS 3000MG 100TBS 95% SAP PROSIZE,0,75,"169,9",16/02/2026,"126,53",UN,0,,ENCAPSULADOS,759126773274,95% SAPONINAS,Não,00 - Mercadoria para revenda,0
3460,736532007520,TRIBULUS TERRESTRIS+MACA PERUANA POWER TRIB-X 100TBS 1800MG 95%SAP NBF,0,49,99,07/02/2026,"102,04",UN,0,,ENCAPSULADOS,736532007520,66% SAPONINAS,Não,00 - Mercadoria para revenda,0
1990,736532007537,TRIBULUS TERRESTRIS TRIB-X 100TBS 1200MG 95%SAP NBF,0,45,"159,9",4/4/2026,"255,33",UN,0,,ENCAPSULADOS,736532007537,66% SAPONINAS,Não,00 - Mercadoria para revenda,0
1989,736532007513,TRIBULUS TERRESTRIS TRIB-X 100TBS 800MG 60%SAP NBF,0,25,"55,9",30/01/2026,"123,6",UN,0,,ENCAPSULADOS,736532007513,66% SAPONINAS,Não,00 - Mercadoria para revenda,0
2331,7895800304211,"TRIDENT HORTELA , MENTA",0,"1,67",3,22/01/2026,0,UN,0,,BALAS,7895800304211,,Não,00 - Mercadoria para revenda,0
2333,7895800309780,TRIDENT MELANCIA,2,"1,65",3,25/11/2025,"81,82",UN,0,,BALAS,7895800309780,,Não,00 - Mercadoria para revenda,0
2332,7895800304228,TRIDENT MENTA VERDE,29,"1,65",3,19/03/2026,"81,82",UN,0,,BALAS,7895800304228,,Não,00 - Mercadoria para revenda,0
2330,7895800400180,TRIDENT MORANGO,0,"1,65",3,12/01/2026,"81,82",UN,0,,BALAS,7895800400180,,Não,00 - Mercadoria para revenda,0
2334,7895800430002,TRIDENT TUTTI FRUTTI,0,"1,25",3,,0,UN,0,,BALAS,7895800430002,,Não,00 - Mercadoria para revenda,0
1636,7622210564290,TRIDENT X SENSES,0,"1,48",3,10/07/2025,"102,7",UN,0,,BALAS,7622210564290,,Não,00 - Mercadoria para revenda,0
181,,TRIGO EM GRAO KG,"1,01","4,5","15,8",25/09/2024,"251,11",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
3399,7908041909562,TRIMAGNESIO 60CAPS FLORA NATIVA,0,"20,23","34,9",,0,UN,0,,ENCAPSULADOS,7908041909562,,Não,00 - Mercadoria para revenda,0
3168,7898693590105,TRIPTOFANO 60CAPS MEDINAL 300MG,0,"16,11","31,9",18/03/2025,"98,01",UN,0,,ENCAPSULADOS,7898693590105,,Não,00 - Mercadoria para revenda,0
1710,7898559901670,"ULTRA VISION REVIGORAN 60CPS LUTEINA, ZEAXANTINA, HIL.  - NUTRENDS",0,"18,43","34,9",20/05/2025,"89,37",UN,0,,ENCAPSULADOS,7898559901670,,Não,00 - Mercadoria para revenda,0
3063,7898913713123,UNARO PECAN EXTRA FORTE 30CAPS 500MG,1,"34,1","59,9",30/8/2024,"75,66",UN,0,,ENCAPSULADOS,7898913713123,,Não,00 - Mercadoria para revenda,0
3038,7898615891891,URONATUS CRANBERRY PROPOLIS 30CPS LASANDAY,1,"37,95","59,9",11/12/2025,"57,84",UN,0,,ENCAPSULADOS,7898615891891,,Não,00 - Mercadoria para revenda,0
800,,UVA PASSAS  BRANCA  S/ SEM  KG,"0,862","29,09",51,02/04/2026,"75,32",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
182,,UVA PASSAS PRETA  S/ SEM  KG,"16,116","19,9",39,10/04/2026,"95,98",KG,0,,GRANEL,,,Sim,00 - Mercadoria para revenda,0
1593,7898686180993,UXI AMARELO 60CPS 500MG  CN,1,"14,82","29,9",08/04/2025,"101,75",UN,0,,ENCAPSULADOS,7898686180993,,Não,00 - Mercadoria para revenda,0
105181,7898589728513,UXI AMARELO E UNHA DE GATO 60 CPS 500MG KURYERVAS,1,"13,58","31,9",11/03/2026,"134,9",UN,0,,ENCAPSULADOS,7898589728513,,Não,00 - Mercadoria para revenda,0
2317,7894911866595,UXI AMARELO E UNHA DE GATO 60CPS 500MG  SL,1,"15,2","31,9",24/12/2025,"109,87",UN,0,,ENCAPSULADOS,7894911866595,,Não,00 - Mercadoria para revenda,0
1525,7898719880760,V9PUMP PRE TREINO 300G SABOR TANGERINA SHARK PRO,0,70,"129,9",29/12/2025,"85,57",UN,0,,SUPLEMENTOS,7898719880760,prosize,Não,00 - Mercadoria para revenda,0
1764,78939608,VALDA FRIENDS CANELA SEM ACUCAR 25G,0,"3,3","6,5",7/10/2025,"96,97",UN,0,,BALAS,78939608,,Não,00 - Mercadoria para revenda,0
